aditem-detail-title,aditem-detail-title href,display-desktop,list-location-region,tx,pillDiv href,ano,kms,die,ejes,cc,cmanual,cauto,gas
PEUGEOT - E208,https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-e208-383570900.htm,Peugeot de segunda mano en Sevilla,sevilla,"Automares concesionario oficial peugeot en sevilla

contamos con más de 200 unidades en stock permanente. vehículos km-0,  semi-nuevo y ocasión.  todos los vehículos están garantizados. 

precio al contado:  26. 490€
precio financiado:  21. 990€

* consultar condiciones* 

precio todo incluido:  iva y transferencia. 
aceptamos tu coche como parte de pago: 

peugeot ocasión.  comprometidos contigo: 
1-	vehiculos certificados y revisados. 
2-	garantia hasta 36 meses. 
3-	asistencia con cobertura europea.",https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-e208-383570900.htm#fotos,año 2021,1 kms,,5 puertas,136 cv,,automat,híbrido
NISSAN - QASHQAI DIGT 103 KW 140 CV E6D NSTYLE,https://www.milanuncios.com/nissan-de-segunda-mano/nissan-qashqai-digt-103-kw-140-cv-e6d-nstyle-385150520.htm,Nissan de segunda mano en Sevilla,sevilla,"Vanauto automocion
concesionario oficial nissan en sevilla

* los kms indicados pueden ser aproximaciones,  consulte con su vendedor* 

contamos con más de 200 unidades en stock permanente. vehículos km-0,  semi-nuevo y ocasión.  todos los vehículos están garantizados. 
le garantizamos el servicio al mejor precio. 

precio al contado:  19. 300€
precio financiado:  18. 300€
además,  hacemos financiaciones a tu medida ¡pregúntanos!
precio todo incluido:  iva y transferencia. 
aceptamos tu coche como",https://www.milanuncios.com/nissan-de-segunda-mano/nissan-qashqai-digt-103-kw-140-cv-e6d-nstyle-385150520.htm#fotos,año 2020,28.000 kms,,5 puertas,140 cv,manual,,gasolina
NISSAN - JUKE G E6DTEMP 83 KW112 CV 5MT NCONNECTA,https://www.milanuncios.com/nissan-de-segunda-mano/nissan-juke-g-e6dtemp-83-kw112-cv-5mt-nconnecta-385336302.htm,Nissan de segunda mano en Sevilla,sevilla,"Vanauto automocion
concesionario oficial nissan en sevilla

* los kms indicados pueden ser aproximaciones,  consulte con su vendedor* 

contamos con más de 200 unidades en stock permanente. vehículos km-0,  semi-nuevo y ocasión.  todos los vehículos están garantizados. 
le garantizamos el servicio al mejor precio. 

precio al contado:  15. 900€
precio financiado:  14. 400€
además,  hacemos financiaciones a tu medida ¡pregúntanos!
precio todo incluido:  iva y transferencia. 
aceptamos tu coche como",https://www.milanuncios.com/nissan-de-segunda-mano/nissan-juke-g-e6dtemp-83-kw112-cv-5mt-nconnecta-385336302.htm#fotos,año 2019,22.000 kms,,5 puertas,112 cv,manual,,gasolina
OPEL - ADAM 1. 4 XEL GLAM,https://www.milanuncios.com/opel-de-segunda-mano/opel-adam-1-4-xel-glam-385588237.htm,Opel de segunda mano en Riba Roja De Turia,riba roja de turia,"Visitanos en exposicion,  chat en la web,  whatsapp,  telefono o redes sociales

lo entregamos: 
12 meses garantía nacional sin limite de kms
100% revisado con aceite y filtros cambiados
transferencia
impuestos
2º llave
certificado de no siniestralidad

con navegador via app,  techo panoramico,  sistema direccion city (superasistida),  climatizador. . . 
extras detallados en 2ª foto

pidenos videos del coche o lo que necesites

¡oferta “todo incluido”!
consultar condiciones envio a domicilio

compra",https://www.milanuncios.com/opel-de-segunda-mano/opel-adam-1-4-xel-glam-385588237.htm#fotos,año 2017,82.916 kms,,3 puertas,87 cv,manual,,gasolina
NISSAN - XTRAIL 5P DCI 110 KW 150 CV E6D ACENTA,https://www.milanuncios.com/nissan-de-segunda-mano/nissan-xtrail-5p-dci-110-kw-150-cv-e6d-acenta-386202344.htm,Nissan de segunda mano en Sevilla,sevilla,"Vanauto automocion
concesionario oficial nissan en sevilla

* los kms indicados pueden ser aproximaciones,  consulte con su vendedor* 

contamos con más de 200 unidades en stock permanente. vehículos km-0,  semi-nuevo y ocasión.  todos los vehículos están garantizados. 
le garantizamos el servicio al mejor precio. 

precio al contado:  22. 900€
precio financiado:  21. 400€
además,  hacemos financiaciones a tu medida ¡pregúntanos!
precio todo incluido:  iva y transferencia. 
aceptamos tu coche como",https://www.milanuncios.com/nissan-de-segunda-mano/nissan-xtrail-5p-dci-110-kw-150-cv-e6d-acenta-386202344.htm#fotos,año 2019,1 kms,diesel,5 puertas,150 cv,manual,,
NISSAN - XTRAIL DIGT 163CV 120KW ACENTA,https://www.milanuncios.com/nissan-de-segunda-mano/nissan-xtrail-digt-163cv-120kw-acenta-386382246.htm,Nissan de segunda mano en Sevilla,sevilla,"Vanauto automocion
concesionario oficial nissan en sevilla

* los kms indicados pueden ser aproximaciones,  consulte con su vendedor* 

contamos con más de 200 unidades en stock permanente. vehículos km-0,  semi-nuevo y ocasión.  todos los vehículos están garantizados. 
le garantizamos el servicio al mejor precio. 

precio al contado:  14. 000€
precio financiado:  12. 500€
además,  hacemos financiaciones a tu medida ¡pregúntanos!
precio todo incluido:  iva y transferencia. 
aceptamos tu coche como",https://www.milanuncios.com/nissan-de-segunda-mano/nissan-xtrail-digt-163cv-120kw-acenta-386382246.htm#fotos,año 2015,165.000 kms,,5 puertas,163 cv,,automat,gasolina
OPEL - ASTRA 1. 6 CDTI 136 CV EXCELLENCE AUTO 16 ST,https://www.milanuncios.com/opel-de-segunda-mano/opel-astra-1-6-cdti-136-cv-excellence-auto-16-st-388523681.htm,Opel de segunda mano en Madrid,madrid,"Compre su vehículo con total Transparencia,  el mejor Servicio y la más amplía Garantía. 
Nuestros Compromisos y Garantías: 
Vehículos Totalmente Revisados
Garantía de 1 Año,  ampliable
Certificación de Kms y ausencia de golpes estructurales
Certificado de procedencia e historial de mantenimiento
Financiación de hasta el 100%
Cogemos tu coche como parte de pago,  ¡aunque sea muy viejo!
Pruébalo sin compromiso
Entrega a domicilio
Si no te convence en 15 días o 500 Km,  te lo cambiamos*  . 
Posibilidad",https://www.milanuncios.com/opel-de-segunda-mano/opel-astra-1-6-cdti-136-cv-excellence-auto-16-st-388523681.htm#fotos,año 2016,121.000 kms,diesel,5 puertas,136 cv,manual,,
OPEL - CORSA 1. 3 CDTI EXPRESSION 75 CV,https://www.milanuncios.com/opel-de-segunda-mano/opel-corsa-1-3-cdti-expression-75-cv-388524724.htm,Opel de segunda mano en Madrid,madrid,"Compre su vehículo con total Transparencia,  el mejor Servicio y la más amplía Garantía. 
Nuestros Compromisos y Garantías: 
Vehículos Totalmente Revisados
Garantía de 1 Año,  ampliable
Certificación de Kms y ausencia de golpes estructurales
Certificado de procedencia e historial de mantenimiento
Financiación de hasta el 100%
Cogemos tu coche como parte de pago,  ¡aunque sea muy viejo!
Pruébalo sin compromiso
Entrega a domicilio
Si no te convence en 15 días o 500 Km,  te lo cambiamos*  . 
Posibilidad",https://www.milanuncios.com/opel-de-segunda-mano/opel-corsa-1-3-cdti-expression-75-cv-388524724.htm#fotos,año 2016,63.000 kms,diesel,5 puertas,75 cv,manual,,
PEUGEOT - 508 FIRST EDITION PURETECH 165KW SS EAT8,https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-508-first-edition-puretech-165kw-ss-eat8-389501967.htm,Peugeot de segunda mano en Sevilla,sevilla,"Automares concesionario oficial peugeot en sevilla

contamos con más de 200 unidades en stock permanente. vehículos km-0,  semi-nuevo y ocasión.  todos los vehículos están garantizados. 

precio al contado:  29. 500€
precio financiado:  28. 000€

* consultar condiciones* 

precio todo incluido:  iva y transferencia. 
aceptamos tu coche como parte de pago: 

peugeot ocasión.  comprometidos contigo: 
1-	vehiculos certificados y revisados. 
2-	garantia hasta 36 meses. 
3-	asistencia con cobertura europea.",https://www.milanuncios.com/peugeot-de-segunda-mano/peugeot-508-first-edition-puretech-165kw-ss-eat8-389501967.htm#fotos,año 2019,15.000 kms,,5 puertas,225 cv,,automat,gasolina
RENAULT - KANGOO COMBI PROFESIONAL M1AF EN.  DCI 55KW 75CV,https://www.milanuncios.com/furgonetas-de-segunda-mano/renault-kangoo-combi-profesional-m1af-en-dci-55kw-75cv-390936324.htm,Furgonetas de segunda mano en Madrid,madrid,"Compre su vehículo con total Transparencia,  el mejor Servicio y la más amplía Garantía. 
Nuestros Compromisos y Garantías: 
Vehículos Totalmente Revisados
Garantía de 1 Año,  ampliable
Certificación de Kms y ausencia de golpes estructurales
Certificado de procedencia e historial de mantenimiento
Financiación de hasta el 100%
Cogemos tu coche como parte de pago,  ¡aunque sea muy viejo!
Pruébalo sin compromiso
Entrega a domicilio
Si no te convence en 15 días o 500 Km,  te lo cambiamos*  . 
Posibilidad",https://www.milanuncios.com/furgonetas-de-segunda-mano/renault-kangoo-combi-profesional-m1af-en-dci-55kw-75cv-390936324.htm#fotos,año 2018,65.000 kms,diesel,4 puertas,,,,
,,,,,,,,,,,,,
BMW - X1 SDRIVE18DA BUSINESS,https://www.milanuncios.com/bmw-de-segunda-mano/bmw-x1-sdrive18da-business-396718459.htm,Bmw de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 4. 300€ dto (-16%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  25. 690€
precio financiado:  22. 390€ (desde 390€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/bmw-de-segunda-mano/bmw-x1-sdrive18da-business-396718459.htm#fotos,año 2018,33.081 kms,diesel,5 puertas,150 cv,,automat,
DACIA - LODGY LAUREATE TCE 85KW 115CV 7PL,https://www.milanuncios.com/dacia-de-segunda-mano/dacia-lodgy-laureate-tce-85kw-115cv-7pl-395936314.htm,Dacia de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 3. 300€ dto (-28%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  10. 390€
precio financiado:  8. 690€ (desde 160€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/dacia-de-segunda-mano/dacia-lodgy-laureate-tce-85kw-115cv-7pl-395936314.htm#fotos,año 2017,67.942 kms,,5 puertas,115 cv,manual,,gasolina
CITROEN - GRAND C4 SPACETOURER,https://www.milanuncios.com/citroen-de-segunda-mano/citroen-grand-c4-spacetourer-395936414.htm,Citroen de segunda mano en Madrid,madrid,"Clicars | pertenecemos al grupo psa con las marcas peugeot,  citroën,  opel y ds. 

tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 6. 200€ dto (-28%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  19. 990€
precio financiado:  16. 290€ (desde 320€/mes) financiando el 100%
financiación mínima a 72 meses
además,  hacemos financiaciones a tu medida",https://www.milanuncios.com/citroen-de-segunda-mano/citroen-grand-c4-spacetourer-395936414.htm#fotos,año 2020,37.728 kms,diesel,5 puertas,130 cv,manual,,
SKODA - OCTAVIA COMBI 1. 6 TDI CR 110CV AMBITION,https://www.milanuncios.com/skoda-de-segunda-mano/skoda-octavia-combi-1-6-tdi-cr-110cv-ambition-396088781.htm,Skoda de segunda mano en Madrid,madrid,"Compre su vehículo con total Transparencia,  el mejor Servicio y la más amplía Garantía. 
Nuestros Compromisos y Garantías: 
Vehículos Totalmente Revisados
Garantía de 1 Año,  ampliable
Certificación de Kms y ausencia de golpes estructurales
Certificado de procedencia e historial de mantenimiento
Financiación de hasta el 100%
Cogemos tu coche como parte de pago,  ¡aunque sea muy viejo!
Pruébalo sin compromiso
Entrega a domicilio
Si no te convence en 15 días o 500 Km,  te lo cambiamos*  . 
Posibilidad",https://www.milanuncios.com/skoda-de-segunda-mano/skoda-octavia-combi-1-6-tdi-cr-110cv-ambition-396088781.htm#fotos,año 2016,129.338 kms,diesel,5 puertas,110 cv,manual,,
LEXUS - NX 2. 5 300H BUSINESS NAVIGATION 2WD,https://www.milanuncios.com/lexus-de-segunda-mano/lexus-nx-2-5-300h-business-navigation-2wd-396370495.htm,Lexus de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 6. 100€ dto (-20%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  28. 490€
precio financiado:  23. 890€ (desde 435€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/lexus-de-segunda-mano/lexus-nx-2-5-300h-business-navigation-2wd-396370495.htm#fotos,año 2018,21.919 kms,,5 puertas,197 cv,,automat,híbrido
OPEL - ASTRA 1. 4 TURBO 110KW 150CV DYNAMIC,https://www.milanuncios.com/opel-de-segunda-mano/opel-astra-1-4-turbo-110kw-150cv-dynamic-396370515.htm,Opel de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 3. 900€ dto (-25%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  13. 990€
precio financiado:  11. 790€ (desde 215€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/opel-de-segunda-mano/opel-astra-1-4-turbo-110kw-150cv-dynamic-396370515.htm#fotos,año 2018,35.395 kms,,5 puertas,150 cv,manual,,gasolina
VOLKSWAGEN - TIGUAN SPORT 2. 0 TDI 110KW 150CV 4MOTION DSG,https://www.milanuncios.com/volkswagen-de-segunda-mano/volkswagen-tiguan-sport-2-0-tdi-110kw-150cv-4motion-dsg-396370544.htm,Volkswagen de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 5. 300€ dto (-21%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  23. 990€
precio financiado:  20. 190€ (desde 375€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/volkswagen-de-segunda-mano/volkswagen-tiguan-sport-2-0-tdi-110kw-150cv-4motion-dsg-396370544.htm#fotos,año 2017,145.652 kms,diesel,5 puertas,150 cv,,automat,
BMW - X4 XDRIVE20D,https://www.milanuncios.com/bmw-de-segunda-mano/bmw-x4-xdrive20d-396370549.htm,Bmw de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 2. 300€ dto (-8%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  27. 990€
precio financiado:  26. 690€ (desde 500€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/bmw-de-segunda-mano/bmw-x4-xdrive20d-396370549.htm#fotos,año 2015,118.638 kms,diesel,5 puertas,190 cv,manual,,
OPEL - MOKKA X 1. 4 T 103KW 4X2 INNOVATION AUTO,https://www.milanuncios.com/opel-de-segunda-mano/opel-mokka-x-1-4-t-103kw-4x2-innovation-auto-396370553.htm,Opel de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 3. 800€ dto (-23%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  15. 390€
precio financiado:  12. 890€ (desde 235€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/opel-de-segunda-mano/opel-mokka-x-1-4-t-103kw-4x2-innovation-auto-396370553.htm#fotos,año 2019,50.257 kms,,5 puertas,140 cv,,automat,gasolina
BMW - SERIE 3 320D,https://www.milanuncios.com/bmw-de-segunda-mano/bmw-serie-3-320d-396370569.htm,Bmw de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 1. 300€ dto (-7%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  17. 490€
precio financiado:  16. 690€ (desde 315€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/bmw-de-segunda-mano/bmw-serie-3-320d-396370569.htm#fotos,año 2015,148.887 kms,diesel,4 puertas,184 cv,manual,,
BMW - SERIE 7 730DA,https://www.milanuncios.com/bmw-de-segunda-mano/bmw-serie-7-730da-396370619.htm,Bmw de segunda mano en Madrid,madrid,"Clicars | tenemos la mayor exposición multimarca de vehículos seminuevos y buena mano del mercado.  ¡llámanos o ven a conocernos!estamos en av.  laboral,  10,  madrid. 

¡descuento spring week! hasta 6. 600€ dto (-15%) en este coche.  ¡hasta el 21 de abril!

precio al contado:  39. 990€
precio financiado:  36. 390€ (desde 635€/mes) financiando el 100%
además,  hacemos financiaciones a tu medida ¡pregúntanos!
aceptamos tu coche como parte de pago.  iva deducible.  entrega gratis en la puerta de tu",https://www.milanuncios.com/bmw-de-segunda-mano/bmw-serie-7-730da-396370619.htm#fotos,año 2017,49.990 kms,diesel,4 puertas,265 cv,,automat,
